"","Gender","Genotype","Row","Galls.found","shootEst.all","shootEst.no18","plant.position","gall.id","gall.id.nest","g.id.unk","g.height","g.width","g.3meas","point.count","exit.size","gall.sp","gall_contents","value"
"631","m","Z",2,1,206.79034976002,209.880024788393,55,"15","514","","8","7.58","7.21",NA,NA,"rG","Tory.mal","1"
"632","m","Z",2,1,206.79034976002,209.880024788393,55,"19","515","","6.17","6.3","6.09",NA,NA,"rG","Tory.mal","1"
"633","m","S",12,1,210.296913073928,212.777622099435,503,"1.3","548","","9.5","7.45","6.69",NA,NA,"rG","Tory.mal","1"
"634","m","B",2,1,421.122733608685,374.836957364858,65,"3","707","","11.47","5.92","5.72","1",NA,"vLG","Tory.mal","1"
"635","m","Y",2,1,317.670238926113,297.856122980089,90,"4","730","","5.39","8.13","4.19","3",NA,"vLG","Tory.mal","1"
"636","m","Y",2,1,317.670238926113,297.856122980089,90,"5","731","","5.3","4.2","3.14","2",NA,"vLG","Tory.mal","1"
"637","m","Y",2,1,317.670238926113,297.856122980089,90,"9","735","","5.27","4.64","3.33","2",NA,"vLG","Tory.mal","1"
"638","m","B",6,1,320.062206860588,299.683699161892,249,"9","791","","9.41","9.29","4.49","3",NA,"vLG","Tory.mal","1"
"639","m","O",9,1,320.062206860588,299.683699161892,399,"2.2","827","","6.48","4.19","3.83",NA,NA,"rG","Tory.mal","1"
"640","f","*",8,1,352.370989871097,324.130959186325,319,"18","874","","5.32","5.92","4.33",NA,NA,"rG","Tory.mal","1"
"641","m","D",2,1,104.50936915315,120.308286862188,52,"12","906","","6.44","4.38","4.01",NA,NA,"rG","Tory.mal","1"
"642","m","S",12,1,591.139114140453,494.243517924796,518,"2","923","","12.46","7.98","6.7","3",NA,"vLG","Tory.mal","1"
"643","f","A",11,1,347.251733134381,320.285894905,481,"2","980","","5.86","5","4.56",NA,NA,"rG","Tory.mal","1"
"644","f","I",9,1,141.246786362241,153.806225370539,365,"6.6","1057","","7.49","5.8","4.28",NA,NA,"rG","Tory.mal","1"
"645","f","R",8,1,320.062206860588,299.683699161892,320,"15","1100","","5.4","4.85","5.54",NA,NA,"rG","Tory.mal","1"
"646","m","Z",2,1,206.79034976002,209.880024788393,55,"17","1124","","5.36","4.83","4.3",NA,NA,"rG","Tory.mal","1"
"647","f","V",11,1,310.572770627957,292.418275184299,461,"3","1203","","7.11","3.16","2.91","1",NA,"vLG","Tory.mal","1"
"648","f","V",11,1,502.536027440896,432.946505387589,456,"4","1264","","7.81","4.35","2.62","1",NA,"vLG","Tory.mal","1"
"649","m","Z",9,1,1189.81004005016,993.619041282888,390,"4","1271","","6.11","3.06","2.56","1",NA,"vLG","Tory.mal","1"
"650","m","K",11,1,707.653068666627,572.336899778713,455,"8","1281","unk",NA,NA,NA,NA,NA,"rG","Tory.mal","1"
"651","m","K",9,1,289.975679656331,276.504994546032,382,"6","1296","","8.93","8.05","5.01","4",NA,"vLG","Tory.mal","1"
"652","f","Q",5,1,257.892242313058,251.291716676965,194,"1","1432","","5.31","1.87",NA,NA,NA,"aSG","Tory.mal","1"
"653","f","Q",5,1,257.892242313058,251.291716676965,194,"2","1433","","6.61","4.98",NA,NA,NA,"rG","Tory.mal","1"
"654","m","D",2,1,104.50936915315,120.308286862188,52,"4","1445","","8.1","5.23",NA,NA,NA,"rG","Tory.mal","1"
"655","f","F",6,1,315.291373913505,296.036037364122,257,"12","150","unk",NA,NA,NA,NA,NA,"aSG","Tory.fem","1"
"656","m","K",9,1,289.975679656331,276.504994546032,382,"18","289","","7.86","6.02","4.9",NA,NA,"rG","Tory.fem","1"
"657","f","H",8,1,270.396069656915,261.18323358751,325,"6","313","","11.84","6.12","5.55",NA,NA,"vLG","Tory.fem","1"
"658","m","K",9,1,289.975679656331,276.504994546032,374,"23","378","","10.15","12.01","5.04","3",NA,"vLG","Tory.fem","1"
"659","m","Z",11,1,617.870173539931,512.393417363073,460,"3","388","","5.84","6.47","6.38",NA,NA,"rG","Tory.fem","1"
"660","m","Z",2,1,206.79034976002,209.880024788393,55,"12","512","","7.48","6.69","5.64",NA,NA,"rG","Tory.fem","1"
"661","m","S",12,1,210.296913073928,212.777622099435,503,"3","561","unk",NA,NA,NA,NA,NA,"vLG","Tory.fem","1"
"662","f","V",11,1,310.572770627957,292.418275184299,461,"9","689","","6.79","5.17","4.05","2",NA,"vLG","Tory.fem","1"
"663","m","S",8,1,376.093519295734,341.817202184173,326,"20","749","unk",NA,NA,NA,NA,NA,"rG","Tory.fem","1"
"664","m","S",8,1,376.093519295734,341.817202184173,326,"21","762","","9.77","6.25","5.39","2",NA,"vLG","Tory.fem","1"
"665","m","B",6,1,320.062206860588,299.683699161892,249,"9","791","","9.41","9.29","4.49","3",NA,"vLG","Tory.fem","1"
"666","m","D",6,1,276.811562333759,266.225466910111,262,"9","800","unk",NA,NA,NA,NA,NA,"rG","Tory.fem","1"
"667","m","S",8,1,591.139114140453,494.243517924796,345,"10","848","","13.93","5.68","5.54","3",NA,"vLG","Tory.fem","1"
"668","f","I",6,1,189.895310807941,195.788338113103,255,"1","891","","12.14","9.08","6.15","4",NA,"vLG","Tory.fem","1"
"669","m","S",12,1,591.139114140453,494.243517924796,518,"2","923","","12.46","7.98","6.7","3",NA,"vLG","Tory.fem","2"
"670","f","Q",10,1,278.974588269154,267.920608173337,439,"5","1022","","9.56","6.6","6.28",NA,NA,"rG","Tory.fem","1"
"671","m","S",6,1,454.285655040803,398.737340368393,269,"2","1104","","12.17","7.92","4.92","3",NA,"vLG","Tory.fem","1"
"672","m","B",6,1,368.060184332852,335.851692620748,250,"1","1150","","8.93","6.22","4.67","1",NA,"vLG","Tory.fem","1"
"673","f","I",13,1,332.220188326465,308.934486797842,562,"4","1195","unk",NA,NA,NA,NA,NA,"aSG","Tory.fem","1"
"674","f","V",9,1,418.198467867048,372.713123031044,379,"10","1199","","9.02","10.11","5.63","4",NA,"vLG","Tory.fem","2"
"675","m","K",9,1,153.482478235971,164.586842600687,376,"20","1230","unk",NA,NA,NA,NA,NA,"rG","Tory.fem","1"
"676","f","I",13,1,332.220188326465,308.934486797842,562,"5b","1324","unk",NA,NA,NA,NA,NA,"vLG","Tory.fem","1"
"677","f","I",14,1,159.16211687984,169.536599264642,619,"7","1335","","2.23","4.23","2.01",NA,NA,"aSG","Tory.fem","1"
"678","f","V",6,1,445.058388306984,392.120632978501,270,"1","1419","","7.47","8.89","4.95","2",NA,"vLG","Tory.fem","1"
"679","m","D",5,1,138.627779860107,151.476680974632,207,"8","1453","","7.2","6.66",NA,NA,NA,"rG","Tory.fem","1"
"680","m","Z",12,1,272.522347312929,262.856795256746,510,"1","1456","unk",NA,NA,NA,NA,NA,"vLG","Tory.fem","1"
"681","m","E",9,1,320.062206860588,299.683699161892,364,"1.1","13","","9.32","10.74",NA,NA,NA,"vLG","Mesopol","1"
"682","m","E",9,1,320.062206860588,299.683699161892,364,"1.2","14","","7.36","10.74",NA,NA,NA,"vLG","Mesopol","1"
"683","m","K",11,1,329.762020607988,307.069222821287,471,"3","112","","6.32","4.03",NA,NA,NA,"vLG","Mesopol","1"
"684","m","K",11,1,329.762020607988,307.069222821287,471,"7","116","","7.34","7.13",NA,"2",NA,"vLG","Mesopol","1"
"685","f","I",14,1,212.066411004529,214.23642961132,626,"2","227","unk",NA,NA,NA,NA,NA,"vLG","Mesopol","1"
"686","f","I",14,1,212.066411004529,214.23642961132,626,"3","230","","6.25",NA,NA,"8",NA,"vLG","Mesopol","1"
"687","f","M",11,1,486.055751858789,421.333297308296,462,"1","367","","10.75","14.29","5.06","5",NA,"vLG","Mesopol","1"
"688","f","M",11,1,486.055751858789,421.333297308296,462,"7","463","","6.23","3.33","3.53","1",NA,"vLG","Mesopol","1"
"689","m","T",15,1,305.906033618105,288.830287343381,650,"3","495","","11.38","9.85","6.1","5",NA,"vLG","Mesopol","1"
"690","m","T",15,1,305.906033618105,288.830287343381,650,"7","499","unk",NA,NA,NA,NA,NA,"vLG","Mesopol","2"
"691","m","Z",2,1,206.79034976002,209.880024788393,55,"18","517","","4.65","5.39","2.75","2",NA,"vLG","Mesopol","1"
"692","m","W",13,1,576.249659671782,484.06839604386,558,"3","528","","12.85","4.13","7.78","2",NA,"vLG","Mesopol","1"
"693","m","S",12,1,210.296913073928,212.777622099435,503,"3","561","unk",NA,NA,NA,NA,NA,"vLG","Mesopol","1"
"694","m","Z",12,1,606.308061872618,504.561114337464,536,"1","632","unk",NA,NA,NA,NA,NA,"vLG","Mesopol","2"
"695","m","E",12,1,442.013331552198,389.931540696675,514,"3","651","","8.08","7.11","5.04",NA,NA,"vLG","Mesopol","1"
"696","m","T",2,1,392.544006797228,353.960624734874,77,"5","674","unk",NA,NA,NA,NA,NA,"vLG","Mesopol","1"
"697","m","T",2,1,392.544006797228,353.960624734874,77,"8","678","","7.56","2.74","3.73","1",NA,"vLG","Mesopol","1"
"698","f","X",6,1,352.370989871097,324.130959186325,260,"6.3","774","","6.8","4.6","4.22",NA,NA,"rG","Mesopol","1"
"699","m","S",8,1,591.139114140453,494.243517924796,345,"13","851","","7.17","2.34","2.55","1",NA,"vLG","Mesopol","1"
"700","m","Z",6,1,183.428723287954,190.334275558251,263,"5","878","unk",NA,NA,NA,NA,NA,"vLG","Mesopol","1"
"701","f","F",12,1,215.638049803451,217.174140341105,499,"2","933","unk",NA,NA,NA,NA,NA,"vLG","Mesopol","2"
"702","f","X",11,1,253.819945923519,248.051256075529,492,"3","954","unk",NA,NA,NA,NA,NA,"vLG","Mesopol","1"
"703","f","*",6,1,257.892242313058,251.291716676965,240,"5","1007","","6.9","5.17","6.29","3",NA,"vLG","Mesopol","3"
"704","f","X",9,1,101.371249409915,117.354241614501,363,"9","1143","unk",NA,NA,NA,NA,NA,"vLG","Mesopol","2"
"705","f","L",12,1,392.544006797228,353.960624734874,511,"2","1215","","7.36","5.86","5.22","3",NA,"vLG","Mesopol","1"
"706","m","K",9,1,289.975679656331,276.504994546032,374,"11","1313","","7.09","6.48","4.31",NA,NA,"vLG","Mesopol","1"
"707","f","I",13,1,332.220188326465,308.934486797842,562,"5b","1324","unk",NA,NA,NA,NA,NA,"vLG","Mesopol","1"
"708","f","I",14,1,159.16211687984,169.536599264642,619,"8","1330","","8.13","3.92","4.03","1",NA,"vLG","Mesopol","1"
"709","f","V",6,1,445.058388306984,392.120632978501,270,"4","1422","","6.5","3.73","3.91","1",NA,"vLG","Mesopol","1"
"710","m","Z",12,1,272.522347312929,262.856795256746,510,"1","1456","unk",NA,NA,NA,NA,NA,"vLG","Mesopol","1"
"711","m","K",11,1,329.762020607988,307.069222821287,471,"2","111","","11.28","9.22",NA,NA,NA,"vLG","Ptero.2","1"
"712","m","K",11,1,329.762020607988,307.069222821287,471,"9","118","","8.43","3.98",NA,"2",NA,"vLG","Ptero.2","1"
"713","f","L",6,1,228.485976223304,227.668771075999,244,"1","208","","7.78","4.58",NA,NA,NA,"vLG","Ptero.2","1"
"714","m","K",9,1,153.482478235971,164.586842600687,376,"13","278","","7.79","8.06","4.85","3",NA,"vLG","Ptero.2","1"
"715","m","J",9,1,460.514400836662,403.189827916654,387,"4","371","","5.24","2.74","2.94","1",NA,"vLG","Ptero.2","1"
"716","f","X",6,1,352.370989871097,324.130959186325,260,"11","776","unk",NA,NA,NA,NA,NA,"vLG","Ptero.2","1"
"717","m","D",6,1,276.811562333759,266.225466910111,262,"3","794","","6.93","3.8","4.27","1",NA,"vLG","Ptero.2","1"
"718","m","D",6,1,276.811562333759,266.225466910111,262,"2","837","","7.06","8.67","4.19","2",NA,"vLG","Ptero.2","1"
"719","m","S",8,1,591.139114140453,494.243517924796,345,"7.1","844","","8.24","5.69","3.78","2",NA,"vLG","Ptero.2","1"
"720","m","S",8,1,591.139114140453,494.243517924796,345,"10","848","","13.93","5.68","5.54","3",NA,"vLG","Ptero.2","1"
"721","m","S",8,1,591.139114140453,494.243517924796,345,"12","850","","7.1","3.61","3.6","1",NA,"vLG","Ptero.2","1"
"722","f","X",9,1,101.371249409915,117.354241614501,363,"9","1143","unk",NA,NA,NA,NA,NA,"vLG","Ptero.2","1"
"723","f","V",6,1,203.326750122533,207.009013785157,228,"12","1244","","7.56","6.28","4.85","2",NA,"vLG","Ptero.2","1"
"724","m","Z",9,1,1189.81004005016,993.619041282888,390,"3","1270","","6.75","5.8","4.51","2",NA,"vLG","Ptero.2","1"
"725","f","I",14,1,159.16211687984,169.536599264642,619,"8","1330","","8.13","3.92","4.03","1",NA,"vLG","Ptero.2","1"
"726","m","K",9,1,153.482478235971,164.586842600687,376,"10","268","unk",NA,NA,NA,NA,NA,"vLG","Eulo.fem","2"
"727","m","K",9,1,289.975679656331,276.504994546032,382,"16","288","","8.03","6.51","4.84",NA,NA,"rG","Eulo.fem","1"
"728","m","Z",11,1,617.870173539931,512.393417363073,460,"7","392","","4.94","4.02","3.32",NA,NA,"rG","Eulo.fem","1"
"729","m","K",11,1,707.653068666627,572.336899778713,455,"25","492","","5.02","8.19","3.15",NA,NA,"rG","Eulo.fem","1"
"730","m","N",12,1,212.066411004529,214.23642961132,509,"1","503","unk",NA,NA,NA,NA,NA,"vLG","Eulo.fem","1"
"731","m","Z",2,1,206.79034976002,209.880024788393,55,"18","517","","4.65","5.39","2.75","2",NA,"vLG","Eulo.fem","1"
"732","m","S",12,1,210.296913073928,212.777622099435,503,"3","561","unk",NA,NA,NA,NA,NA,"vLG","Eulo.fem","1"
"733","f","V",11,1,310.572770627957,292.418275184299,461,"17","697","unk",NA,NA,NA,NA,NA,"vLG","Eulo.fem","1"
"734","m","S",8,1,376.093519295734,341.817202184173,326,"24","765","","13.18","3.77","3.15","1",NA,"vLG","Eulo.fem","1"
"735","f","F",12,1,215.638049803451,217.174140341105,499,"2","933","unk",NA,NA,NA,NA,NA,"vLG","Eulo.fem","1"
"736","f","R",8,1,320.062206860588,299.683699161892,320,"10","1095","","8.21","7.73","6.85",NA,NA,"rG","Eulo.fem","3"
"737","f","X",9,1,101.371249409915,117.354241614501,363,"1","1132","","9.13","6.28","5.8",NA,NA,"rG","Eulo.fem","1"
"738","f","X",9,1,101.371249409915,117.354241614501,363,"9","1143","unk",NA,NA,NA,NA,NA,"vLG","Eulo.fem","1"
"739","f","V",11,1,502.536027440896,432.946505387589,456,"11","1429","","9.96","8.81","5.52",NA,NA,"vLG","Eulo.fem","1"
"740","m","Z",12,1,272.522347312929,262.856795256746,510,"1","1456","unk",NA,NA,NA,NA,NA,"vLG","Eulo.fem","1"
"741","f","Q",2,1,505.880492758196,435.294617035854,63,"9","143","unk",NA,NA,NA,NA,NA,"rG","Lestodip","1"
"742","f","I",14,1,212.066411004529,214.23642961132,626,"1","245","","4.8","5.58","4.86",NA,NA,"rG","Lestodip","1"
"743","m","N",12,1,212.066411004529,214.23642961132,509,"2","506","","8.63","5.52","4.17",NA,NA,"rG","Lestodip","1"
"744","m","W",13,1,206.79034976002,209.880024788393,541,"1","568","unk",NA,NA,NA,NA,NA,"rG","Lestodip","1"
"745","f","R",8,1,320.062206860588,299.683699161892,320,"8","1093","","5.47","5.71","5.02",NA,NA,"rG","Lestodip","1"
"746","f","I",9,1,141.246786362241,153.806225370539,365,"5","1358","unk",NA,NA,NA,NA,NA,"rsLG","Lathro.fem","1"
"747","f","I",9,1,141.246786362241,153.806225370539,365,"5","1358","unk",NA,NA,NA,NA,NA,"rsLG","Lathro.mal","1"
"748","f","A",6,1,395.336059994576,356.012245336634,232,"5.6","99","","4.78","3.28",NA,NA,NA,"rG","unk.ptoid","1"
"749","f","A",6,1,395.336059994576,356.012245336634,232,"5.7","100","","5.24","2.53",NA,NA,NA,"rG","unk.ptoid","1"
"750","m","K",11,1,329.762020607988,307.069222821287,471,"7","116","","7.34","7.13",NA,"2",NA,"vLG","Eulo.mal","1"
"751","m","K",11,1,329.762020607988,307.069222821287,471,"9","118","","8.43","3.98",NA,"2",NA,"vLG","Eulo.mal","1"
"752","m","K",9,1,153.482478235971,164.586842600687,376,"10","268","unk",NA,NA,NA,NA,NA,"vLG","Eulo.mal","1"
"753","m","J",9,1,460.514400836662,403.189827916654,387,"4","371","","5.24","2.74","2.94","1",NA,"vLG","Eulo.mal","1"
"754","f","V",11,1,310.572770627957,292.418275184299,461,"17","697","unk",NA,NA,NA,NA,NA,"vLG","Eulo.mal","1"
"755","f","F",12,1,215.638049803451,217.174140341105,499,"2","933","unk",NA,NA,NA,NA,NA,"vLG","Eulo.mal","1"
"756","f","R",8,1,320.062206860588,299.683699161892,320,"10","1095","","8.21","7.73","6.85",NA,NA,"rG","Eulo.mal","1"
"757","m","K",11,1,329.762020607988,307.069222821287,471,"11","120","","12.63","8.56",NA,"4",NA,"vLG","Mymarid","1"
"758","f","I",9,1,141.246786362241,153.806225370539,365,"6.4","1055","","7.37","6.17","5.54",NA,NA,"rG","diff.or.larv","1"
"759","f","I",6,1,189.895310807941,195.788338113103,255,"2","23","","2.97","3.79",NA,NA,NA,"rsLG","rsLG.solid","1"
"760","f","H",5,1,174.032856747602,182.345721402902,191,"2","67","","3.24","4.03",NA,NA,NA,"rsLG","rsLG.solid","1"
"761","f","H",5,1,174.032856747602,182.345721402902,191,"4","69","","2.35","3.09",NA,NA,NA,"rsLG","rsLG.solid","1"
"762","f","H",2,1,378.799571404938,343.821386659906,54,"1","70","","2.13","7.17",NA,NA,NA,"rsLG","rsLG.solid","1"
"763","f","H",2,1,378.799571404938,343.821386659906,54,"2.2","72","","1.05","2.44",NA,NA,NA,"rsLG","rsLG.solid","1"
"764","f","H",2,1,378.799571404938,343.821386659906,54,"8","75","","1.44","4.51",NA,NA,NA,"rsLG","rsLG.solid","1"
"765","f","H",2,1,378.799571404938,343.821386659906,54,"3","77","","3.2","5.45",NA,NA,NA,"rsLG","rsLG.solid","1"
"766","f","M",9,1,473.159016691825,412.194607206021,370,"3.1","124","","1.73","4.22",NA,NA,NA,"rsLG","rsLG.solid","1"
"767","f","M",9,1,473.159016691825,412.194607206021,370,"3.2","125","","1.19","3.77",NA,NA,NA,"rsLG","rsLG.solid","1"
"768","m","O",5,1,370.72387277127,337.832370852061,204,"7.1","193","","2.63","2.5",NA,NA,NA,"rsLG","rsLG.solid","1"
"769","m","O",5,1,370.72387277127,337.832370852061,204,"7.2","194","","3.23","2.12",NA,NA,NA,"rsLG","rsLG.solid","1"
"770","m","O",5,1,370.72387277127,337.832370852061,204,"7.3","195","","3.44","4.54",NA,NA,NA,"rsLG","rsLG.solid","1"
"771","m","O",5,1,370.72387277127,337.832370852061,204,"7.4","196","","3.68","4.72",NA,NA,NA,"rsLG","rsLG.solid","1"
"772","m","D",5,1,138.627779860107,151.476680974632,207,"6","203","","3.41","4.73",NA,NA,NA,"rsLG","rsLG.solid","1"
"773","f","L",6,1,228.485976223304,227.668771075999,244,"2","209","","7.55","8.28",NA,NA,NA,"rsLG","rsLG.solid","1"
"774","f","L",6,1,228.485976223304,227.668771075999,244,"5","212","","4.59","5.43",NA,NA,NA,"rsLG","rsLG.solid","1"
"775","f","H",2,1,124.853132149946,139.086005844646,46,"3","254","","2.16","1.63","0.81",NA,NA,"rsLG","rsLG.solid","1"
"776","f","H",8,1,270.396069656915,261.18323358751,325,"1","305","","3.09","3.4","1.63",NA,NA,"rsLG","rsLG.solid","1"
"777","f","F",6,1,315.291373913505,296.036037364122,257,"2","344","","4.1","6","1.68",NA,NA,"rsLG","rsLG.solid","1"
"778","m","B",11,1,188.263278880683,194.415125393522,454,"6","406","","5.97","7.21","2.07",NA,NA,"rsLG","rsLG.solid","1"
"779","m","B",11,1,188.263278880683,194.415125393522,454,"15","416","","4.79","5.81","2.69",NA,NA,"rsLG","rsLG.solid","1"
"780","m","B",11,1,188.263278880683,194.415125393522,454,"18","419","","5.5","8.3","2.39",NA,NA,"rsLG","rsLG.solid","1"
"781","f","G",11,1,237.999679852778,235.369638233952,465,"9.1","451","","4.39","4.77","2.6",NA,NA,"rsLG","rsLG.solid","1"
"782","f","G",11,1,237.999679852778,235.369638233952,465,"9.2","452","","5.14","6.31","2.13",NA,NA,"rsLG","rsLG.solid","1"
"783","m","W",9,1,60.665926410435,77.2112420400641,404,"1.2","537","","2.21","3.45","1.6",NA,NA,"rsLG","rsLG.solid","1"
"784","m","W",14,1,266.179953131953,257.857580375323,590,"2.8","599","","3.43","4.41","2.49",NA,NA,"rsLG","rsLG.solid","1"
"785","m","K",12,1,445.058388306984,392.120632978501,497,"4.1","622","","4.46","7","2.04",NA,NA,"rsLG","rsLG.solid","1"
"786","f","A",12,1,312.925566299635,294.223426652348,520,"1.1","646","","5.24","6.53","1.75",NA,NA,"rsLG","rsLG.solid","1"
"787","f","A",12,1,312.925566299635,294.223426652348,520,"1.2","647","","4.52","6.61","2.56",NA,NA,"rsLG","rsLG.solid","1"
"788","f","A",12,1,312.925566299635,294.223426652348,520,"1.3","648","","2.65","3.03","1.75",NA,NA,"rsLG","rsLG.solid","1"
"789","f","V",11,1,310.572770627957,292.418275184299,461,"16","696","","3.56","6.45","3.4",NA,NA,"rsLG","rsLG.solid","1"
"790","m","B",2,1,421.122733608685,374.836957364858,65,"6","710","","4.09","5.58","3.61",NA,NA,"rsLG","rsLG.solid","1"
"791","m","S",8,1,376.093519295734,341.817202184173,326,"25.3","768","","3.95","2.97","0.93",NA,NA,"rsLG","rsLG.solid","1"
"792","m","B",6,1,320.062206860588,299.683699161892,249,"6","788","","4.21","5.74","1.63",NA,NA,"rsLG","rsLG.solid","1"
"793","m","B",6,1,320.062206860588,299.683699161892,249,"7","789","","7.21","7.32","4.74",NA,NA,"rsLG","rsLG.solid","1"
"794","f","A",11,1,347.251733134381,320.285894905,481,"1","979","","4.05","7.67","1.86",NA,NA,"rsLG","rsLG.solid","1"
"795","m","D",6,1,230.366048270584,229.195214428022,259,"6.2","988","","4.16","3.84","2.5",NA,NA,"rsLG","rsLG.solid","1"
"796","m","O",5,1,370.72387277127,337.832370852061,204,"1.2","998","","4.27","5.3","1.51",NA,NA,"rsLG","rsLG.solid","1"
"797","m","D",2,1,104.50936915315,120.308286862188,52,"21","1031","","4.15","4.79","2.53",NA,NA,"rsLG","rsLG.solid","1"
"798","f","H",8,1,337.176702121881,312.687784101399,321,"1.1","1035","","2.6","4.17","1.64",NA,NA,"rsLG","rsLG.solid","1"
"799","f","H",8,1,337.176702121881,312.687784101399,321,"1.2","1036","","2.49","3.58","1.81",NA,NA,"rsLG","rsLG.solid","1"
"800","m","O",8,1,206.79034976002,209.880024788393,323,"3.1","1050","","4.34","5.66","1.43",NA,NA,"rsLG","rsLG.solid","1"
"801","m","O",8,1,206.79034976002,209.880024788393,323,"3.2","1051","","5.33","6.83","1.96",NA,NA,"rsLG","rsLG.solid","1"
"802","f","R",8,1,320.062206860588,299.683699161892,320,"3.1","1075","","3.07","4.19","2.97",NA,NA,"rsLG","rsLG.solid","1"
"803","f","R",8,1,320.062206860588,299.683699161892,320,"3.2","1076","","2.25","4.32","0.8",NA,NA,"rsLG","rsLG.solid","1"
"804","f","R",8,1,320.062206860588,299.683699161892,320,"3.3","1077","","2.37","3.89","1.42",NA,NA,"rsLG","rsLG.solid","1"
"805","f","R",8,1,320.062206860588,299.683699161892,320,"3.5","1079","","3.39","3.6","2.98",NA,NA,"rsLG","rsLG.solid","1"
"806","f","R",8,1,320.062206860588,299.683699161892,320,"3.6","1080","","2.19","3.53","1.65",NA,NA,"rsLG","rsLG.solid","1"
"807","m","S",6,1,454.285655040803,398.737340368393,269,"4.1","1106","","5.56","6.89","2.17",NA,NA,"rsLG","rsLG.solid","1"
"808","m","S",6,1,454.285655040803,398.737340368393,269,"4.2","1107","","3.16","6.17","1.86",NA,NA,"rsLG","rsLG.solid","1"
"809","m","B",6,1,368.060184332852,335.851692620748,250,"8","1158","","3.89","6.28","1.51",NA,NA,"rsLG","rsLG.solid","1"
"810","f","V",11,1,310.572770627957,292.418275184299,461,"6","1206","","2.76","5.59","1.88",NA,NA,"rsLG","rsLG.solid","1"
"811","f","M",11,1,499.207765160246,430.606904726988,453,"4.1","1220","","4.16","5.4","2.92",NA,NA,"rsLG","rsLG.solid","1"
"812","f","M",11,1,499.207765160246,430.606904726988,453,"6.2","1224","","4.13","4.61","2.03",NA,NA,"rsLG","rsLG.solid","1"
"813","f","M",11,1,499.207765160246,430.606904726988,453,"7.2","1226","","4.48","4.64","3.07",NA,NA,"rsLG","rsLG.solid","1"
"814","f","V",11,1,502.536027440896,432.946505387589,456,"1","1261","","3.68","8.01","2.98",NA,NA,"rsLG","rsLG.solid","1"
"815","f","I",14,1,159.16211687984,169.536599264642,619,"2","1337","","2.16","3.47","1.15",NA,NA,"rsLG","rsLG.solid","1"
"816","f","V",6,1,203.326750122533,207.009013785157,228,"6","1343","","6.11","6.1","3.32",NA,NA,"rsLG","rsLG.solid","1"
"817","f","I",9,1,141.246786362241,153.806225370539,365,"5.4","1362","","5.08","6.62","1.74",NA,NA,"rsLG","rsLG.solid","1"
"818","m","O",13,1,294.46373095663,279.989758500388,569,"1.1","1378","","4.18","4.64","2.06",NA,NA,"rsLG","rsLG.solid","1"
"819","m","O",13,1,294.46373095663,279.989758500388,569,"1.2","1379","","5.73","6.94","2.24",NA,NA,"rsLG","rsLG.solid","1"
"820","m","S",8,1,376.093519295734,341.817202184173,326,"16","1404","","1.76","2.5","1.11",NA,NA,"rsLG","rsLG.solid","1"
"821","f","V",6,1,445.058388306984,392.120632978501,270,"3","1421","","2.86","5.07","2.27",NA,NA,"rsLG","rsLG.solid","1"
"822","m","D",2,1,104.50936915315,120.308286862188,52,"9","1450","","2.42","5.31",NA,NA,NA,"rsLG","rsLG.solid","1"
"823","f","A",6,1,395.336059994576,356.012245336634,232,"5.5","98","","5.76","3.81",NA,NA,NA,"rG","unsure","1"
"824","f","Q",2,1,505.880492758196,435.294617035854,63,"7.1","141","","4.92","6.61",NA,NA,NA,"SG","unsure","1"
"825","f","I",14,1,212.066411004529,214.23642961132,626,"13","241","","6.35","3.55","3.36",NA,NA,"rG","unsure","1"
"826","f","H",8,1,270.396069656915,261.18323358751,325,"4","311","","8.05","4.98","5","1",NA,"vLG","unsure","1"
"827","m","K",9,1,289.975679656331,276.504994546032,374,"5.1","1306","","5.3","4.86","4.39",NA,NA,"aSG","unsure","1"
"828","m","K",9,1,289.975679656331,276.504994546032,374,"5.2","1307","","5.04","4.28","2.87",NA,NA,"aSG","unsure","1"
"829","m","D",2,1,104.50936915315,120.308286862188,52,"8","1449","","6.51","4.77",NA,NA,NA,"rG","unsure","1"
"830","f","F",5,1,193.19039175034,198.554251200924,192,"1","1","","1.81","5.97",NA,NA,NA,"rsLG","nothing","1"
"831","f","F",6,1,370.72387277127,337.832370852061,231,"7","10","","3.35","5.57",NA,NA,NA,"rsLG","nothing","1"
"832","m","B",9,1,50.0542414965502,66.0067301328162,368,"1.1","15","","7.1","3.69",NA,NA,NA,"rG","nothing","1"
"833","m","B",9,1,50.0542414965502,66.0067301328162,368,"1.2","16","","5.87","4.6",NA,NA,NA,"rG","nothing","1"
"834","f","X",6,1,208.538239995587,211.325492357578,235,"13","28","","6.03","3.41",NA,NA,NA,"vLG","nothing","1"
"835","f","X",6,1,208.538239995587,211.325492357578,235,"11","33","","3.43","2.69",NA,NA,NA,"vLG","nothing","1"
"836","f","X",6,1,208.538239995587,211.325492357578,235,"19","34","","7.89","5.47",NA,NA,NA,"rG","nothing","1"
"837","f","X",6,1,208.538239995587,211.325492357578,235,"2","38","","7.93","6.58",NA,NA,NA,"rG","nothing","1"
"838","f","X",6,1,208.538239995587,211.325492357578,235,"7","41","","7","5.84",NA,NA,NA,"rG","nothing","1"
"839","f","X",6,1,208.538239995587,211.325492357578,235,"1.1","46","","4.48","2.66",NA,NA,NA,"vLG","nothing","1"
